지식기술번호,지식기술명
2845,"효율적인 직원 및 장비 활용을 위한 제조 방법, 근무 환경 표준 및 비용 분석 시스템 개발 능력"
2846,"사업의 목표 달성을 위해 필요한 기능 요건을 식별하고, 이를 구현할 수 있는 물리적 수단을 도출해내며, 가용한 리소스를 이용하여 이를 구현하기 위한 계획을 수립하는 능력"
2847,프로젝트 계획을 검토하여 활동을 계획하고 조정할 수 있는 능력
2848,"로봇수요자의 요구사항을 파악하고, 이 결과를 바탕으로 로봇에 요구되는 성능 및 요구사항을 분석하고 지표화하는 능력"
2849,로봇을 활용한 작업에서 로봇의 활용목적을 단위기능별로 식별하여 도출하는 능력
2850,로봇의 특성 및 동작 환경을 분석하고 실제 로봇의 동작에 대한 요구사항을 분석하는 기술
2851,"로봇이 포함된 시스템의 성능을 시험, 평가하기 위한 시험 방법 및 기준을 설정"
2852,시스템 성능 표준을 결정할 수 있는 능력
2853,시스템에 요구되는 기능의 완성도에 대해 객관적이고 합의된 기준을 정하는 능력
2854,"개발하고자 하는 로봇의 기능, 성능, 사용 조건을 분석하여 로봇 하드웨어의 요구 사양을 도출하는 능력"
2855,"로봇의 기능, 성능, 사용조건을 분석하여 로봇 시스템의 요구 사양을 도출하는 능력"
2856,작업 목표 완수를 위해 소요되는 로봇 시스템의 물리적 사양의 근거를 도출하는 능력
2857,로봇을 이용한 생산 시스템을 대상으로 전체 작업목표 분석을 통해 로봇에 할당할 작업목표를 식별하고 이를 구현하기 위한 기술
2858,로봇자동화 시스템에 생산을 위한 작업계획을 수립하고 분활하는 능력
2859,"로봇을 포함한 시스템을 구성하기 위해 시스템을 검토, 설계하고 제작된 모듈을 조립하여 설계 사양과의 적합성을 시험 평가를 통해 로봇시스템을 완성하는 능력"
2860,특정한 작업 목적 구현에 필요한 도구와 주변장치를 로봇과 연계하여 구동할 수 있도록 구축하는 능력
2861,다수 로봇 및 다수 사용자/관리자 체계로 운용되는 시스템이 공통의 작업목표 달성을 위해으로 공유해야할 정보 체계 및 작업 전략을 실질적으로 구현하기 위한 소프트웨어 프로그램 개발 능력
2862,여러대의 로봇 및 서버를 일괄적으로 모니터링하고 동작할 수 있도록 하는 프로그램을 개발
2863,"프로토콜 설계구현, 다중원격 통신구현, 데이터 통합관리, 프로그래밍 개발 능력"
2864,"네트워크 통신의 기본지식을 활용하여, 자동제어를 실행하는 시스템의 안정적 상태 유지와 보안에 대한 예방 업무를 수행하는 능력"
2865,"로봇과 주변 장치, 주위 로봇의 통합 운영 및 운영 데이터 전송을 위한 네트워크 환경 분석 능력"
2866,"표준규정, 프로토콜, 분석 소프트웨어 활용 능력"
2867,프로그램 테스트 소프트웨어 및 분석 소프트웨어 활용 능력
2868,로봇이 포함된 시스템을 운용하기 위한 프로그램의 타당성을 검토하고 승인
2869,산업용제어 소프트웨어 활용 및 분석 능력
2870,통합 시스템의 운용을 위한 소프트웨어의 논리성 및 합리성을 확인하는 능력 
2871,문제점이 발생된 부분의 요소부품과 고장요소 점검을 통하여 고장을 분석
2872,정확한 유지보수업무를 수행하기 위하여 문제점이 발생된 부분의 요소부품과 고장요소 점검을 통하여 고장을 분석하는 능력
2873,통합 로봇 시스템 활용 시 목표성과가 확보되지 않은 경우에 대한 원인을 로봇 중심으로 분석하는 능력
2874,로봇에 관련한 지식을 활용하여 로봇 시스템 문제를 해결할 수 있는 능력
2875,로봇이 포함된 시스템의 작동 이상 또는 성능 저하의 원인을 분석하고 해결하는 능력
2876,여러 대의 로봇 및 로봇과 연결된 다양한 장비들과의 작동 및 문제 해결 능력 
2877,다수 로봇과 다수 사용자/관리자 체계로 운용되는 시스템에서 로봇과 사용자/관리자 사이의 정보 및 명령 전달 체계를 설계하는 기술
2878,다양한 시스템 간의 상호 신호 전달 및 처리를 위한 인테페이스 설계
2879,"시스템 분석가, 엔지니어, 프로그래머와 협의하여 시스템을 설계하고, 프로젝트 제한사항, 성능 요구 사항 및 인터페이스에 대한 정보를 획득하는 능력"
2880,"프로토콜 설계구현, 다중원격 통신구현, 웹 서버 동기화 처리, 응용 소프트웨어 활용 능력"
2881,다수 로봇으로 구성되는 시스템의 공통 작업 목표 달성을 위해 상호 협조적 또는 독립적 운전 방침을 구현할 수 있는 소프트웨어 및 하드웨어 구현 기술
2882,"다양한 사양의 로봇 특성을 파악하여 여러 로봇이 동시에 움직이기 위한 통신방식 및 연동 상의 문제점을 해결하고, 각 로봇에 프로그렘을 설치 배포하는 능력 "
2883,"다중 및 원격 통신 구현, 로봇간 연동처리 능력"
2884,"여러 종류의 로봇을 운영하기 위한 통합 제어 시스템의 설계 및 제작, 설치"
2885,로봇과 사람이 작업공간을 공유함에 따라 사고를 예방할 수 있는 규정을 이해하고 시스템을 설계할 수 있는 능력
2886,로봇을 이용한 작업 환경 및 장치 작동시 작업자의 안전을 위한 시스템 설계
2887,"안전 검증 기준설정, 안전요구조건 파악, 시스템 점검 능력"
2888,작업자 및 제3자와 로봇 간의 물리적 상호작용에 의해 발생하는 상해를 최소화할 수 있는 로봇 및 로봇 시스템 설계 기술
2889,"안전규정, 안전 테스트 계획작성, 로봇운영 시뮬레이션 소프트웨어 활용 능력"
2890,협동로봇과 인간과 상호작용 시 힘과 압력을 예측하여 인간에 대한 상해 여부를 판단하기 위한 컴퓨터 프로그래밍 능력
2891,협동로봇의 안전 기준에 의거하여 로봇의 동작의 안전성을 시뮤레이션 할 수 있는 능력
2892,"로봇의 기능, 성능, 사용조건을 분석하여 로봇 시스템의 요구 사양을 도출하는 능력"
2893,"로봇이 포함된 시스템의 성능을 시험, 평가하기 위한 시험 방법 및 기준을 설정"
2894,"로봇의 기능, 성능, 사용조건을 분석하여 로봇 시스템의 요구 사양을 도출하는 능력"
2895,"개발하고자 하는 로봇의 기능, 성능, 사용 조건을 분석하여 로봇 하드웨어의 요구 사양을 도출하는 능력"
2896,"로봇의 기능, 성능, 사용조건을 분석하여 로봇 시스템의 요구 사양을 도출하는 능력"
2897,"계획수립, 업무협력, 프로젝트 도구 활용 능력"
2898,"로봇지능 소프트웨어 개발 목표 달성을 위해 필요한 기능 요건을 식별하고, 이를 구현할 수 있는 물리적 수단을 도출해내며, 가용한 리소스를 이용하여 이를 구현하기 위한 계획을 수립하는 능력"
2899,"신규 프로젝트의 목표 설정, 운영 방법, 비용, 인력, 일정을 설계 "
2900,프로젝트 요구 사항을 검토하여 활동을 계획하고 조정할 수 있는 능력
2901,"사업의 목표 달성을 위해 필요한 기능 요건을 식별하고, 이를 구현할 수 있는 물리적 수단을 도출해내며, 가용한 리소스를 이용하여 이를 구현하기 위한 계획을 수립하는 능력"
2902,"개발하고자 하는 로봇의 기능, 성능, 사용 조건을 분석하여 로봇 하드웨어의 요구 사양을 도출하는 능력"
2903,분석 소프트웨어 활용능력
2904,"CAD 모델링, 개발 환경 소프트웨어 활용 능력"
2905,로봇 작업환경을 전산 모델링하여 가상환경을 구축하고 실제 작업에 활용할 수 있는 능력
2906,로봇의 적응성을 확인하기 위해 로봇이 사용되는 물리적 환경을 가상으로 구현하는 기술
2907,로봇이 포함된 작업 환경을 CAD 데이터로 생성하는 기술
2908,"로봇 어플리케이션 개발자가 로봇의 다양한 센서, 액추에이터 및 공통 기능 요소들을 사용하기 쉽게 추상화하여 API로 제공하고 이들을 운용, 관리할 수 있는 로봇 미들웨어를 개발하는 능력"
2909,"통신 프로토콜 분석, 모듈화 프로그래밍 능력"
2910,"로봇 개발자들이 목표한 특정 응용에 집중하여 개발할 수 있도, 다양한 하드웨어와 센서 들의 복잡성과 이기종성(heterogeneity)을 쉽게 다루고, 새로운 기기와의 접속을 용이하게 하는 프로그램의 개발 능력"
2911,"로봇 어플리케이션 개발자가 로봇의 다양한 센서, 액추에이터 및 공통 기능 요소들을 사용하기 쉽게 추상화하여 API로 제공하고 이들을 운용, 관리할 수 있는 로봇 미들웨어를 개발하는 능력"
2912,"통신 프로토콜 분석, 모듈화 프로그래밍 능력"
2913,"기구학 및 동역학 연산처리, 그래픽 및 렌더링 프로그래밍, GUI 프로그래밍 개발 능력"
2914,로봇과 작업환경을 모델링하여 가상 환경에서 실제 작업을 모사하는 소프트웨어를 개발하는 능력
2915,"기구학 및 동역학 연산처리, 그래픽 및 렌더링 프로그래밍, GUI 프로그래밍 개발 능력"
2916,"로봇 설계 사양 확정 전에 로봇의 동적 운동에 필요한 구동부 요건 파악, 외부 환경과의 간섭 및 목표 작업의 수행도 확인 등을 위해 가상으로 로봇의 기능을 수행하고 검증하는 플랫폼 개발 능력 "
2917,로봇과 작업환경을 모델링하여 가상 환경에서 실제 작업을 모사하는 소프트웨어를 개발하는 능력
2918,"로봇의 활용목적을 토대로 요구되는 기능과 사양, 성능을 단위 요소별로 분리하여 식별하는 능력 "
2919,"작업환경 파악, 유관부서와 커뮤니케이션, 분석서 작성 능력"
2920,"로봇수요자의 요구사항을 파악하고, 이 결과를 바탕으로 로봇에 요구되는 성능 및 요구사항을 분석하고 지표화하는 능력"
2921,로봇의 특성 및 동작 환경을 분석하고 실제 로봇의 동작에 대한 요구사항을 분석하는 기술
2922,"로봇 기구 및 하드웨어의 특성을 이해하고 로봇의 동작 환경을 파악 및 분석한 이후에, 실제 로봇의 사용자 그룹별 로봇의 패턴 및 동작에 대한 요구사항 분석하는 능력"
2923,로봇자동화 시스템에 생산을 위한 작업계획을 수립하고 분활하는 능력
2924,"경로계획 성능해석, 운동해석 및 충돌회피 시험평가 소프트웨어 운용 및 프로그래밍 능력"
2925,"로봇의 경로, 궤적을 계획하고, 충돌 회피 소프트웨어를 개발"
2926,목표 작업 구현을 위해 필요한 로봇기구요소별 시간영역에서의 경유점에 대한 수학적 사전 설계 능력
2927,"로봇의 경로, 궤적을 계획하고, 충돌 회피 소프트웨어를 개발"
2928,"로봇이 주어진 목적지에 도달하기 위하여 경로, 궤적을 계획하고, 충돌 회피 소프트웨어를 개발하는 능력"
2929,로봇 시스템 내의 다양한 기능을 구현하기 위한 프로그래밍하는 능력
2930,사용자인터페이스 소프트웨어 및 산업용 제어 소프트웨어 활용 능력
2931,로봇 시스템 내의 다양한 기능을 구현하기 위한 프로그래밍하는 능력
2932,로봇 시스템을 운용하기 위하여 로봇 및 주변장치의 세부 동작을 프로그램하는 기술
